osmo1qqylncaa4w89st0p6vh6z0lvms4eh4jxahz5al,False,18763856,0,VOTE_OPTION_YES
osmo1qqg9z5473z4f842c9nddc2942mj82lw8aq5dh8,False,202604118,0,VOTE_OPTION_NO
osmo1qqfvf2u02472mau0w3vufvqt2539lwnpgpkzdh,False,115000000,0,VOTE_OPTION_YES
osmo1qqkjdgguw6y0ljfmrw6nn50mgagk7jm7ke8a2r,False,250000000,0,VOTE_OPTION_YES
osmo1qpvklksfgkmr6zwnuqhy2jh96v5rx2pa8ej9fj,False,5474442183,0,VOTE_OPTION_YES
osmo1qpnaf57zrf8s6wddx05yk8xmnkjg7yrmg7x2ng,False,21000000,0,VOTE_OPTION_YES
osmo1qpufd30lwqas532kc94z5505uzxymrl2aguvx2,False,254493140,0,VOTE_OPTION_NO
osmo1qztzc3pze6d3w5cpat4ysqhv46gxqf0hpycqt4,False,1413142898,0,VOTE_OPTION_YES
osmo1qrysm5atuc6ycxhfgerprntuhg3hfqw5p9w2ds,False,10000000,0,VOTE_OPTION_YES
osmo1qrg60yrf7avsjegk0hrewecydu5atzrd0kxz82,False,486327454,0,VOTE_OPTION_NO
osmo1qyf7w3t5gummumqrpmkyksdp6w75z8rvqn994t,False,0,0,VOTE_OPTION_ABSTAIN
osmo1q98pgy3qgv3w2975wya269y4fp4np5wz0wsuvn,False,37014139,0,VOTE_OPTION_YES
osmo1q9fcm2dyddqpahezpcnrynlj7pyka2tjtnvwuz,False,84637541,0,VOTE_OPTION_YES
osmo1q9v42ect8x96m74ujjhjsvaz60ggk27s34hrtg,False,0,0,VOTE_OPTION_YES
osmo1q9wtp7sn4j60p05f7fjn5jje55dw3spq33y2x2,False,4768488,0,VOTE_OPTION_YES
osmo1qxy3qfy79dwvzz5k9sgd2sge7nwgqwfmgdsskl,False,12116687,0,VOTE_OPTION_NO_WITH_VETO
osmo1qx6kgrla69wmz90tn379p4kaux5prdkuzly2tw,True,11085379657,12306199725,VOTE_OPTION_ABSTAIN
osmo1qxaf98vpkmw7d5huufcav9gd9hy0q3yu2d6j6v,False,2000000,0,VOTE_OPTION_YES
osmo1q8f8qdksktetfpvsl705zn5depqfwsnkcewd4h,False,78181958,0,VOTE_OPTION_NO_WITH_VETO
osmo1q8dzxvvfesw476njhvzcze72p49636umh9jn7n,False,100221627,0,VOTE_OPTION_YES
osmo1q8djd00dkce6saghs6sfujkew8gmk2u0n6qgkq,False,87515351,0,VOTE_OPTION_NO_WITH_VETO
osmo1q8lg7prxcu0xlzselfp9mam49tu5mrh48p26yc,False,707000000,0,VOTE_OPTION_YES
osmo1qg04faedykl4da9p66wk7937zkauv766s6ngl7,False,0,0,VOTE_OPTION_YES
osmo1qgndxgasa5td05vd0wdp6hajwmgysnxvpvejpt,False,0,0,VOTE_OPTION_YES
osmo1qguemtvt4lg3he9zlrxypmz2djq3vd5l3jaeu2,False,629335350,0,VOTE_OPTION_NO
osmo1qfqxzrs3zkx5m768ju9ulgynt0qxhhramjpa05,False,0,0,VOTE_OPTION_NO_WITH_VETO
osmo1qfwlgq3dlfxc80nh9rjmtymhekem942r5hpap7,False,12144383,0,VOTE_OPTION_YES
osmo1qf3fycpz5ahw4dpl275u3y5ngz290lh29fr7u0,False,109978613,0,VOTE_OPTION_YES
osmo1qfuy586ejjwwxcmmpdv4xjvmx9ncw32mmuku8m,False,11414609,0,VOTE_OPTION_NO
osmo1q2arnsn3j2489nrth4xyavzh8xv6skz7vhj3tm,False,60000000,0,VOTE_OPTION_NO_WITH_VETO
osmo1qtfxjjf5lrsjnf0y8n0rwg200thp245yk8shn4,False,101000000,0,VOTE_OPTION_NO_WITH_VETO
osmo1qtt0xj29hcj8ypwwa37w74q7lts9z490hx40ya,False,250000000,0,VOTE_OPTION_YES
osmo1qttmfljc3qcerypthjtxw4a8675xcf9hhgegkg,False,1401500000,0,VOTE_OPTION_YES
osmo1qtwvnlyugq73w3rsjftg20rtflmpvsz2aazjwm,False,617174972,0,VOTE_OPTION_NO
osmo1qtwlq5d34a4rl3u2cnvttu5zkh62v9vakeehye,False,0,0,VOTE_OPTION_YES
osmo1qvmpf9y7g8hqu68f5mq5w9fkdkjkv5jw34uj5v,False,59000000,0,VOTE_OPTION_YES
osmo1qdqugux70urprryke4vvrn9grz0hw7acuru0yv,False,4028000000,0,VOTE_OPTION_NO
osmo1qdrvm7l9xu8xmrel5yz9nd647hyvrwagyr47mx,False,51681269,0,VOTE_OPTION_YES
osmo1qw2zs6u32ynmk6f57h93rl0rp9guu92peywgxu,False,1812550000,0,VOTE_OPTION_YES
osmo1qwjzpda94a5ewa5r5ky6p8reffzu5dmu3aafdy,False,663800000,0,VOTE_OPTION_NO_WITH_VETO
osmo1qwmuq7wlspvfextwqaqs836wq48nqm3yzf27v7,False,359551636,0,VOTE_OPTION_NO
osmo1q0r5ell5rfj7t9ndpa7975zz82ghfsh8m6stnt,False,0,0,VOTE_OPTION_ABSTAIN
osmo1q03dkq0ph6k7zgevws7c08lxdj6fhz9d83gpum,False,726000000,0,VOTE_OPTION_YES
osmo1q0hxc6xp82nz7gxl9j83gps49s2ygklfhzljfv,False,375285250,0,VOTE_OPTION_ABSTAIN
osmo1q0h3ht2j9m5sgaclmyqxyxdlhc4xysz79yh4zf,False,2864300000,0,VOTE_OPTION_YES
osmo1q0euqhxkrvxf07y6daer2ugq6t6prd9qnd8jlx,False,25014319,0,VOTE_OPTION_YES
